var1,var2,statistic,value,p_value,n
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,r,-0.035972463,0.845034459,32
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,r,-0.112003641,0.541659352,32
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,standard_length,r,0.25153751,0.258804038,22
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,order,ICC,0.233337592,0.08,22
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,average_number_of_entries,r,0.339504248,0.122154618,22
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,average_reaction_time,r,-0.525186392,0.012078153,22
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,average_performance_across_all_9_testing_trials_using_full_4_minutes_data,r,-0.246943059,0.280513862,21
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,average_performance_across_all_9_testing_trials_using_T30_to_T50_data,r,-0.140463522,0.543656469,21
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,total_number_of_testing_trials_using_full_4_minutes_data,r,0.270046189,0.224200912,22
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,total_number_of_testing_trials_using_T30_to_T50_data,r,0.284638409,0.199178198,22
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,number_of_trials_on_0.50_ratio_using_full_4_minutes_data,r,0.240766941,0.2804293,22
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,number_of_trials_on_0.67_ratio_using_full_4_minutes_data,r,0.190718478,0.395227171,22
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,number_of_trials_on_0.75_ratio_using_full_4_minutes_data,r,0.19708845,0.379328257,22
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,number_of_trials_on_0.50_ratio_using_T30_to_T50_data,r,0.0801978,0.722757425,22
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,number_of_trials_on_0.67_ratio_using_T30_to_T50_data,r,0.184922385,0.410010933,22
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,number_of_trials_on_0.75_ratio_using_T30_to_T50_data,r,0.436521641,0.042240434,22
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,median_performance_on_0.50_ratio_using_full_4_minutes_data,r,-0.453154518,0.039111601,21
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,median_performance_on_0.67_ratio_using_full_4_minutes_data,r,0.33132856,0.14232672,21
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,median_performance_on_0.75_ratio_using_full_4_minutes_data,r,-0.170521671,0.472274143,20
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,median_performance_on_0.50_ratio_using_T30_to_T50_data,r,-0.241308426,0.305398551,20
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,median_performance_on_0.67_ratio_using_T30_to_T50_data,r,0.379785714,0.089482577,21
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,median_performance_on_0.75_ratio_using_T30_to_T50_data,r,-0.26777528,0.253696157,20
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,number_of_medians_above_60_using_full_4_minutes_data,ICC,-0.089586893,0.57,22
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,number_of_medians_above_60_using_T30_to_T50_data,ICC,0.092763969,0.4,22
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,shapiro_wilk_test_p_value_using_full_4_minutes_data,r,0.126172921,0.585768583,21
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,was_average_performance_significantly_different_from_0.5_full_4_minutes_p_value_of_either_t_test_or_wilcox,r,-0.123838285,0.592778012,21
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,shapiro_wilk_test_p_value_using_T30_to_T50_data,r,0.003382103,0.988709295,20
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,was_average_performance_significantly_different_from_0.5_T30_to_T50_p_value_of_either_t_test_or_wilcox,r,0.074300439,0.755559836,20
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,learning_category_according_to_etheredge_T30_to_T50,ICC,0.009509814,0.93,21
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,learning_category_according_to_etheredge_full_4_minutes,ICC,-0.098778897,0.26,22
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,average_latency_to_enter_correct_side,r,-0.071224317,0.758999696,21
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,average_latency_to_enter_incorrect_side,r,-0.411955849,0.06350972,21
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,average_latency_to_enter_correct_side_filtered_just_correct_choice,r,-0.098191601,0.671971939,21
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,proportion_of_correct_first_choices,r,-0.157942986,0.494115719,21
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,number_of_trials_in_a_row_greater_than_60_percent_full_4_minutes,r,-0.059624853,0.792107475,22
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,number_of_trials_in_a_row_greater_than_60_percent_T30_to_T50,r,0.052749157,0.815656426,22
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,number_of_trials_in_a_row_correct_choice_first,r,0.007405482,0.973907811,22
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,mean_of_median_performance_on_each_ratio_full_four_minutes_data,r,-0.101433504,0.661752168,21
binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,mean_of_median_performance_on_each_ratio_T30_to_T50_data,r,-0.031368446,0.892628678,21
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,r,-0.052439275,0.775617119,32
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,r,-0.444167616,0.010874424,32
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,did_fish_solve_shuttlebox,ICC,-0.058418101,0.78,32
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,binned_did_fish_solve_shuttlebox,r,-0.141579561,0.439560112,32
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_stimulus,r,-0.878828817,3.73E-11,32
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,r,-0.21644063,0.234114056,32
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,twentythree_filtered_shuttlebox_slope,r,0.146881477,0.422440531,32
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,twentythree_filtered_shuttlebox_wilcox_test,r,0.188551819,0.30137895,32
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,twentythree_filtered_binned_shuttlebox_slope,r,0.146410509,0.423946077,32
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,twentythree_filtered_binned_shuttlebox_wilcox_test,r,0.188551819,0.30137895,32
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,r,0.367434774,0.038562586,32
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_stimulus,r,0.884312919,1.93E-11,32
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,r,-0.228584748,0.208259942,32
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,r,-0.402246041,0.022472619,32
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,r,0.319505262,0.074661195,32
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,r,0.89012841,9.28E-12,32
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,r,-0.234690558,0.196032899,32
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,r,-0.392276831,0.02637624,32
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,standard_length,r,0.069091787,0.7599718,22
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,order,ICC,0.513212045,0.01,22
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,average_number_of_entries,r,-0.033655872,0.881800625,22
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,average_reaction_time,r,-0.20231097,0.366568707,22
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,average_performance_across_all_9_testing_trials_using_full_4_minutes_data,r,-0.309651495,0.17195007,21
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,average_performance_across_all_9_testing_trials_using_T30_to_T50_data,r,0.003911822,0.98657342,21
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,total_number_of_testing_trials_using_full_4_minutes_data,r,0.062476866,0.782389359,22
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,total_number_of_testing_trials_using_T30_to_T50_data,r,-0.041663387,0.853942067,22
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_trials_on_0.50_ratio_using_full_4_minutes_data,r,0.117978125,0.601045546,22
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_trials_on_0.67_ratio_using_full_4_minutes_data,r,-0.015682518,0.944776481,22
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_trials_on_0.75_ratio_using_full_4_minutes_data,r,0.14832451,0.510054374,22
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_trials_on_0.50_ratio_using_T30_to_T50_data,r,-0.143664106,0.523582464,22
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_trials_on_0.67_ratio_using_T30_to_T50_data,r,-0.167030803,0.457508222,22
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_trials_on_0.75_ratio_using_T30_to_T50_data,r,0.293085506,0.185589102,22
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,median_performance_on_0.50_ratio_using_full_4_minutes_data,r,-0.26654726,0.242823192,21
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,median_performance_on_0.67_ratio_using_full_4_minutes_data,r,-0.141127174,0.541735003,21
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,median_performance_on_0.75_ratio_using_full_4_minutes_data,r,0.010063226,0.966413287,20
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,median_performance_on_0.50_ratio_using_T30_to_T50_data,r,0.00138771,0.995367195,20
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,median_performance_on_0.67_ratio_using_T30_to_T50_data,r,0.008145355,0.972046676,21
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,median_performance_on_0.75_ratio_using_T30_to_T50_data,r,0.099881838,0.675235271,20
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_medians_above_60_using_full_4_minutes_data,ICC,0.155511727,0.31,22
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_medians_above_60_using_T30_to_T50_data,ICC,-0.063360682,0.75,22
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,shapiro_wilk_test_p_value_using_full_4_minutes_data,r,0.327838343,0.146834615,21
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,was_average_performance_significantly_different_from_0.5_full_4_minutes_p_value_of_either_t_test_or_wilcox,r,-0.163905229,0.477741855,21
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,shapiro_wilk_test_p_value_using_T30_to_T50_data,r,0.095129021,0.689934789,20
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,was_average_performance_significantly_different_from_0.5_T30_to_T50_p_value_of_either_t_test_or_wilcox,r,-0.005155487,0.98278978,20
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,learning_category_according_to_etheredge_T30_to_T50,ICC,-0.110581061,0.47,21
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,learning_category_according_to_etheredge_full_4_minutes,ICC,-0.049035896,0.71,22
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,average_latency_to_enter_correct_side,r,-0.013926179,0.952225245,21
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,average_latency_to_enter_incorrect_side,r,-0.046970758,0.839777738,21
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,average_latency_to_enter_correct_side_filtered_just_correct_choice,r,-0.028098623,0.903768058,21
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,proportion_of_correct_first_choices,r,-0.171901774,0.456217429,21
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_trials_in_a_row_greater_than_60_percent_full_4_minutes,r,-0.185842102,0.407645048,22
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_trials_in_a_row_greater_than_60_percent_T30_to_T50,r,0.01455276,0.948749497,22
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,number_of_trials_in_a_row_correct_choice_first,r,0.04509008,0.842069659,22
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,mean_of_median_performance_on_each_ratio_full_four_minutes_data,r,-0.235743497,0.30359565,21
binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,mean_of_median_performance_on_each_ratio_T30_to_T50_data,r,0.057361375,0.804931562,21
